NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,ENROLLMENT,START_GRAD,END_GRADE,FULL_TIME_
A0502612,YESHIVA MESIVTA MENACHEM,389 BRADLEY AVE,STATEN ISLAND,NY,10314,NOT AVAILABLE,1,1,67,RICHMOND,36085,US,40.601541,-74.130831,60,08,11,7
00938578,BAIS YAAKOV ACADEMY FOR GIRLS,124-50 METROPOLITAN AVE,KEW GARDENS,NY,11415,NOT AVAILABLE,1,1,699,QUEENS,36081,US,40.704568,-73.826962,664,PK,08,35
00935511,BAIS YAKOV OF KHAL ADAS YEREIM,563 BEDFORD AVE,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,439,KINGS,36047,US,40.706163,-73.963031,418,PK,12,21
A0701654,MESIVTA KESSER YISROEL OF WILLOWBROOK,240 WOODWARD AVE,STATEN ISLAND,NY,10314,NOT AVAILABLE,1,1,59,RICHMOND,36085,US,40.604896,-74.143346,46,08,12,13
00943894,GREATER NEW YORK ACADEMY,4132 58TH ST,WOODSIDE,NY,11377,NOT AVAILABLE,1,1,223,QUEENS,36081,US,40.743573,-73.907408,211,08,12,12
A9702490,TALMUD TORAH OF KASHO,324 PENN ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,386,KINGS,36047,US,40.706096,-73.951924,364,PK,12,22
00944253,ST JOHN EVANGELICAL LUTHERAN SCHOOL,8824 MYRTLE AVE,GLENDALE,NY,11385,NOT AVAILABLE,1,1,89,QUEENS,36081,US,40.702661,-73.857559,79,PK,08,10
00943919,HANSON PLACE ELEMENTARY SCHOOL,38 LAFAYETTE AVE,BROOKLYN,NY,11217,NOT AVAILABLE,1,1,105,KINGS,36047,US,40.686763,-73.977064,96,PK,08,9
A0740096,CHILDRENS HARBOR MONTESSORI SCHOOL,1000 RICHMOND TER,STATEN ISLAND,NY,10301,NOT AVAILABLE,2,1,5,RICHMOND,36085,US,40.644167,-74.104616,4,PK,KG,1
00925467,DIVINE MERCY CATHOLIC ACADEMY,10160 92ND ST,OZONE PARK,NY,11416,NOT AVAILABLE,1,1,245,QUEENS,36081,US,40.682192,-73.848119,233,PK,08,12
00942879,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,440 OVINGTON AVE,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,163,KINGS,36047,US,40.632976,-74.022886,149,PK,08,14
00925707,ST CLARE SCHOOL,13725 BROOKVILLE BLVD,ROSEDALE,NY,11422,NOT AVAILABLE,1,1,295,QUEENS,36081,US,40.669131,-73.736149,282,PK,08,13
00935373,STATEN ISLAND MONTESSORI SCHOOL,4240 AMBOY RD,STATEN ISLAND,NY,10308,NOT AVAILABLE,2,1,30,RICHMOND,36085,US,40.506234,-74.224458,26,PK,08,4
A9903295,YESHIVA & MESIVTA VYOEL MOSHE,960 49TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,801,KINGS,36047,US,40.631013,-73.992261,754,08,12,47
00925831,ST LUKES SCHOOL,1601 150TH PL,WHITESTONE,NY,11357,NOT AVAILABLE,1,1,362,QUEENS,36081,US,40.784478,-73.810237,343,PK,08,19
A9105112,YESHIVA CONGREGATION TORAS YUF,1056 54TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,106,KINGS,36047,US,40.635275,-74.000446,90,PK,08,16
00936446,WILLIAM SPYROPOULOS GREEK-AMERICAN DAY SCHOOL,4315 196TH ST,FLUSHING,NY,11358,NOT AVAILABLE,1,1,478,QUEENS,36081,US,40.75758,-73.786153,446,KG,08,32
AA001198,RABBI JACOB JOSEPH SCHOOL FOR GIRLS,400 CASWELL AVE,STATEN ISLAND,NY,10314,NOT AVAILABLE,1,1,196,RICHMOND,36085,US,40.614496,-74.150662,172,PK,08,24
00926063,ST SAVIOUR HIGH SCHOOL,588 6TH ST,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,254,KINGS,36047,US,40.667155,-73.977237,231,08,12,23
00940237,FOREST HILLS MONTESSORI SCHOOL,6704 AUSTIN ST,FOREST HILLS,NY,11375,NOT AVAILABLE,2,1,99,QUEENS,36081,US,40.723946,-73.855533,85,PK,06,14
00920301,ST JOHN VILLA ACADEMY - HIGH SCHOOL,25 LANDIS AVE,STATEN ISLAND,NY,10305,NOT AVAILABLE,1,1,544,RICHMOND,36085,US,40.601124,-74.068527,511,08,12,33
00926074,ST SAVIOUR ELEMENTARY SCHOOL,701 8TH AVE,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,352,KINGS,36047,US,40.666665,-73.978145,332,PK,08,20
00941161,QUEENS LUTHERAN SCHOOL,3120 21ST AVE,ASTORIA,NY,11105,NOT AVAILABLE,1,1,56,QUEENS,36081,US,40.777349,-73.908173,51,PK,06,5
00920232,NOTRE DAME ACADEMY HIGH SCHOOL,134 HOWARD AVE,STATEN ISLAND,NY,10301,NOT AVAILABLE,1,1,447,RICHMOND,36085,US,40.627305,-74.089654,413,08,12,34
00943409,HOLY MARTYRS ARMENIAN DAY SCHOOL,20915 HORACE HARDING EXPY,OAKLAND GARDENS,NY,11364,NOT AVAILABLE,1,1,64,QUEENS,36081,US,40.746446,-73.767407,54,PK,06,10
A9104729,BUILDING BLOCKS MONTESSORI SCHOOL,55 FOREST AVE,STATEN ISLAND,NY,10301,NOT AVAILABLE,2,1,66,RICHMOND,36085,US,40.631269,-74.09127,56,PK,05,10
02047954,HIGHLAND ELEMENTARY SCHOOL,19310 PECK AVE,FRESH MEADOWS,NY,11365,NOT AVAILABLE,1,1,147,QUEENS,36081,US,40.74271,-73.783296,135,KG,08,12
00920378,ST PETERS BOYS HIGH SCHOOL,200 CLINTON AVE,STATEN ISLAND,NY,10301,NOT AVAILABLE,1,1,594,RICHMOND,36085,US,40.640142,-74.097543,563,08,12,31
A0107565,PROMISE CHRISTIAN ACADEMY,13030 31ST AVE STE 724 2ND FLOOR,FLUSHING,NY,11354,NOT AVAILABLE,1,1,140,QUEENS,36081,US,40.769903,-73.838985,128,PK,08,12
A0107740,A NEW DAWN ELEMENTARY SCHOOL,8914 163RD ST,JAMAICA,NY,11432,NOT AVAILABLE,1,1,23,QUEENS,36081,US,40.706538,-73.798177,19,PK,03,4
A9903226,METROPOLITAN MONTESSORI SCHOOL,325 W 85TH ST,NEW YORK,NY,10024,NOT AVAILABLE,2,1,181,NEW YORK,36061,US,40.788678,-73.979074,145,PK,06,36
A0502483,JEWISH INSTITUTE OF QUEENS,6005 WOODHAVEN BLVD,ELMHURST,NY,11373,NOT AVAILABLE,1,1,403,QUEENS,36081,US,40.731314,-73.870954,348,PK,12,55
00920334,SS JOSEPH & THOMAS SCHOOL,50 MAGUIRE AVE,STATEN ISLAND,NY,10309,NOT AVAILABLE,1,1,298,RICHMOND,36085,US,40.526257,-74.211014,286,PK,08,12
A9104961,NEW WORLD EDUCATIONAL CENTER,13737 FARMERS BLVD,JAMAICA,NY,11434,NOT AVAILABLE,7,1,12,QUEENS,36081,US,40.673075,-73.763736,11,PK,KG,1
00919817,ST GREGORY THE GREAT SCHOOL,138 W 90TH ST,NEW YORK,NY,10024,NOT AVAILABLE,1,1,183,NEW YORK,36061,US,40.789733,-73.97231,172,PK,08,11
A9105127,RABBI JACOB JOSEPH SCHOOL FOR BOYS,3495 RICHMOND RD,STATEN ISLAND,NY,10306,NOT AVAILABLE,1,1,182,RICHMOND,36085,US,40.573055,-74.137384,157,KG,08,25
A9300668,AL-IHSAN ACADEMY,13008 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,NOT AVAILABLE,1,1,426,QUEENS,36081,US,40.674757,-73.808065,388,PK,12,38
A9503007,MESIVTA YESODEI YESHURUN,14161 71ST AVE,FLUSHING,NY,11367,NOT AVAILABLE,1,1,119,QUEENS,36081,US,40.728145,-73.822874,113,08,12,6
A9903264,TORAH ACADEMY HIGH SCHOOL FOR GIRLS,636 LANETT AVE,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,360,QUEENS,36081,US,40.599394,-73.742869,326,08,12,34
BB021440,TRUE DELIVERANCE CHRISTIAN SCHOOL,18815 TURIN DR,SAINT ALBANS,NY,11412,NOT AVAILABLE,1,1,100,QUEENS,36081,US,40.693547,-73.764458,90,PK,08,10
BB041319,ALPHA FUNDAMENTAL PRESCHOOL,21830 HEMPSTEAD AVE,QUEENS VILLAGE,NY,11429,NOT AVAILABLE,7,1,36,QUEENS,36081,US,40.713498,-73.73716,29,PK,KG,7
A9105054,THE STUDIO SCHOOL,117 W 95TH ST APT 1R,NEW YORK,NY,10025,NOT AVAILABLE,1,1,77,NEW YORK,36061,US,40.792496,-73.969131,56,PK,08,21
BB041283,QSAC SCHOOL,1210 150TH ST,WHITESTONE,NY,11357,NOT AVAILABLE,4,1,88,QUEENS,36081,US,40.790211,-73.814633,76,UG,UG,12
A0107885,SMITH SCHOOL (THE),131 W 86TH ST # FL9,NEW YORK,NY,10024,NOT AVAILABLE,4,1,49,NEW YORK,36061,US,40.787134,-73.973222,38,07,12,11
BB061153,TECI PREP,11353 SPRINGFIELD BLVD,QUEENS VILLAGE,NY,11429,NOT AVAILABLE,1,1,57,QUEENS,36081,US,40.702536,-73.740593,50,KG,KG,7
BB081365,MESIVTA CHOFETZ CHAIM,7601 147TH ST,FLUSHING,NY,11367,NOT AVAILABLE,1,1,87,QUEENS,36081,US,40.723006,-73.817287,79,08,12,8
00941296,RODEPH SHOLOM SCHOOL,10 W 84TH ST,NEW YORK,NY,10024,NOT AVAILABLE,1,1,593,NEW YORK,36061,US,40.784166,-73.971173,483,PK,08,110
BB081373,MIDDLETONS EARLY LEARNING CENTER,22602 MERRICK BLVD,LAURELTON,NY,11413,NOT AVAILABLE,7,1,13,QUEENS,36081,US,40.67705,-73.743819,11,PK,KG,2
00939979,COLUMBIA GRAMMAR & PREPARATORY SCHOOL,5 W 93RD ST,NEW YORK,NY,10025,NOT AVAILABLE,1,1,1428,NEW YORK,36061,US,40.790193,-73.966816,1209,PK,12,219
BB081378,BRIGHT BEGINNINGS,8625 162ND ST,JAMAICA,NY,11432,NOT AVAILABLE,1,1,42,QUEENS,36081,US,40.710693,-73.801336,41,PK,KG,1
BB081386,HEBREW SCHOOLS OF NORTHEAST QUEENS,21212 26TH AVE,BAYSIDE,NY,11360,NOT AVAILABLE,1,1,41,QUEENS,36081,US,40.778044,-73.77731,37,PK,04,4
02047353,WEST SIDE MONTESSORI SCHOOL,309 W 92ND ST,NEW YORK,NY,10025,NOT AVAILABLE,2,1,146,NEW YORK,36061,US,40.793023,-73.975559,100,PK,KG,46
BB912051,YESHIVA SHAAR HATORAH,11706 84TH AVE,RICHMOND HILL,NY,11418,NOT AVAILABLE,1,1,95,QUEENS,36081,US,40.703856,-73.834534,88,08,12,7
00920822,ASCENSION SCHOOL,220 W 108TH ST,NEW YORK,NY,10025,NOT AVAILABLE,1,1,218,NEW YORK,36061,US,40.80214,-73.966137,206,PK,08,12
BB964143,OUR KIDS PLACE,24711 FRANCIS LEWIS BLVD,ROSEDALE,NY,11422,NOT AVAILABLE,7,1,12,QUEENS,36081,US,40.663719,-73.73363,10,PK,KG,2
A9702472,ST BENEDICT DAY NURSERY,21 W 124TH ST,NEW YORK,NY,10027,NOT AVAILABLE,7,1,9,NEW YORK,36061,US,40.806333,-73.94368,5,PK,KG,4
00919941,ST ALOYSIUS SCHOOL,223 W 132ND ST,NEW YORK,NY,10027,NOT AVAILABLE,1,1,186,NEW YORK,36061,US,40.813957,-73.94606,170,PK,08,16
00919486,ST MARK THE EVANGELIST SCHOOL,55 W 138TH ST,NEW YORK,NY,10037,NOT AVAILABLE,1,1,232,NEW YORK,36061,US,40.815685,-73.938235,218,PK,08,14
K9304081,ROCHDALE VILLAGE NURSERY & KINDERGARTEN,17030 130TH AVE,JAMAICA,NY,11434,NOT AVAILABLE,7,1,9,QUEENS,36081,US,40.676957,-73.771416,5,PK,KG,4
A9104755,THE CHILDRENS STOREFRONT,70 E 129TH ST,NEW YORK,NY,10035,NOT AVAILABLE,1,1,173,NEW YORK,36061,US,40.807653,-73.937724,156,PK,08,17
00922954,ST CHARLES BORROMEO SCHOOL,214 W 142ND ST,NEW YORK,NY,10030,NOT AVAILABLE,1,1,186,NEW YORK,36061,US,40.820082,-73.941703,174,PK,08,12
A0701578,AL-MAMOOR SCHOOL,8537 168TH ST,JAMAICA,NY,11432,NOT AVAILABLE,1,1,128,QUEENS,36081,US,40.71265,-73.795843,116,PK,07,12
00919544,ST ROSE OF LIMA SCHOOL,517 W 164TH ST,NEW YORK,NY,10032,NOT AVAILABLE,1,1,235,NEW YORK,36061,US,40.837627,-73.93951,224,PK,08,11
00920028,MOTHER CABRINI HIGH SCHOOL,701 FORT WASHINGTON AVE,NEW YORK,NY,10040,NOT AVAILABLE,1,1,313,NEW YORK,36061,US,40.857888,-73.935492,296,08,12,17
A9702381,EAST HARLEM SCHOOL AT EXODUS HOUSE,309 E 103 3RD ST,NEW YORK,NY,10029,NOT AVAILABLE,1,1,135,NEW YORK,36061,US,40.788556,-73.94313,121,04,08,14
A9104709,BETHEL CHRISTIAN ACADEMY & LEARNING CENTER,21532 JAMAICA AVE,QUEENS VILLAGE,NY,11428,NOT AVAILABLE,1,1,62,QUEENS,36081,US,40.717183,-73.739344,47,KG,12,15
A0502391,AARON SCHOOL,309 E 45TH ST REAR 1,NEW YORK,NY,10017,NOT AVAILABLE,4,1,154,NEW YORK,36061,US,40.751763,-73.969927,114,KG,06,40
A9104737,CAMBRIA CENTER FOR THE GIFTED CHILD,23310 LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,NOT AVAILABLE,1,1,211,QUEENS,36081,US,40.690808,-73.728627,190,PK,05,21
A0302253,LYCEUM KENNEDY,225 E 43RD ST FL 4,NEW YORK,NY,10017,NOT AVAILABLE,3,1,208,NEW YORK,36061,US,40.751022,-73.972394,184,PK,11,24
A9300689,ST ALBANS CHRISTIAN ACADEMY,20512 HOLLIS AVE,SAINT ALBANS,NY,11412,NOT AVAILABLE,1,1,32,QUEENS,36081,US,40.706912,-73.752341,24,PK,07,8
00940612,LYCEE FRANCAIS DE NEW YORK,505 E 75TH ST,NEW YORK,NY,10021,NOT AVAILABLE,1,1,1390,NEW YORK,36061,US,40.768717,-73.951651,1256,PK,12,134
AA001442,BNOS BAIS YAAKOV / TICHON MEIR MOSHE,613 BEACH 9TH ST,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,832,QUEENS,36081,US,40.601335,-73.745505,726,PK,12,106
BB940470,TREEHOUSE DEVELOPMENT CENTER,16840 127TH AVE,JAMAICA,NY,11434,NOT AVAILABLE,7,1,13,QUEENS,36081,US,40.679435,-73.773757,10,PK,KG,3
BB963938,JAMAICA SDA ELEMENTARY/BUSY BEE LEARNING CENTER,8828 163RD ST,JAMAICA,NY,11432,NOT AVAILABLE,1,1,115,QUEENS,36081,US,40.707907,-73.799058,105,PK,08,10
00925412,ST STANISLAUS KOSTKA SCHOOL,6117 GRAND AVE,MASPETH,NY,11378,NOT AVAILABLE,1,1,192,QUEENS,36081,US,40.722283,-73.90409,183,PK,08,9
00938931,MARTIN LUTHER SCHOOL,6002 MASPETH AVE,MASPETH,NY,11378,NOT AVAILABLE,1,1,236,QUEENS,36081,US,40.722838,-73.905647,218,06,12,18
00925649,ST MATTHIAS SCHOOL,5825 CATALPA AVE,RIDGEWOOD,NY,11385,NOT AVAILABLE,1,1,390,QUEENS,36081,US,40.702046,-73.902627,368,PK,08,22
00925445,ST MARGARET SCHOOL,6610 80TH ST,MIDDLE VILLAGE,NY,11379,NOT AVAILABLE,1,1,257,QUEENS,36081,US,40.715474,-73.872261,244,PK,08,13
A9104970,NOTRE DAME CATHOLIC ACADEMY,61ST ST & BLEECKER ST,RIDGEWOOD,NY,11385,NOT AVAILABLE,1,1,252,QUEENS,36081,US,40.711629,-73.901984,241,PK,08,11
00925842,ST THOMAS THE APOSTLE,8749 87TH ST,WOODHAVEN,NY,11421,NOT AVAILABLE,1,1,150,QUEENS,36081,US,40.691453,-73.856519,140,PK,08,10
A9104867,AL-IMAN SCHOOL,8989 VAN WYCK EXPY,JAMAICA,NY,11435,NOT AVAILABLE,1,1,151,QUEENS,36081,US,40.701156,-73.815057,132,PK,12,19
00925503,ST MARY GATE OF HEAVEN SCHOOL,10406 101ST AVE,OZONE PARK,NY,11416,NOT AVAILABLE,1,1,519,QUEENS,36081,US,40.686126,-73.838622,495,KG,08,24
00925729,OUR LADY OF PERPETUAL HELP SCHOOL,11110 115TH ST,SOUTH OZONE PARK,NY,11420,NOT AVAILABLE,1,1,606,QUEENS,36081,US,40.678968,-73.824837,585,PK,08,21
A9903263,THEATRE STREET SCHOOL,8761 111TH ST,RICHMOND HILL,NY,11418,NOT AVAILABLE,3,1,10,QUEENS,36081,US,40.695324,-73.836155,6,T1,07,4
BB000826,HOLY CHILD JESUS SCHOOL,11102 86TH AVE,RICHMOND HILL,NY,11418,NOT AVAILABLE,1,1,360,QUEENS,36081,US,40.698518,-73.83763,345,PK,08,15
00925762,ST TERESA OF AVILA SCHOOL,10955 128TH ST,SOUTH OZONE PARK,NY,11420,NOT AVAILABLE,1,1,242,QUEENS,36081,US,40.683508,-73.813317,231,PK,08,11
00935781,YESHIVA TIFERETH MOSHE,8306 ABINGDON RD,KEW GARDENS,NY,11415,NOT AVAILABLE,1,1,405,QUEENS,36081,US,40.707629,-73.834137,383,PK,08,22
01657916,EZRA ACADEMY,11945 UNION TPKE,FOREST HILLS,NY,11375,NOT AVAILABLE,1,1,130,QUEENS,36081,US,40.713806,-73.83284,122,07,12,8
00939061,THE KEW-FOREST SCHOOL,11917 UNION TPKE,FOREST HILLS,NY,11375,NOT AVAILABLE,1,1,261,QUEENS,36081,US,40.713435,-73.833513,230,PK,12,31
A9903289,YESHIVA KETANA OF QUEENS,7815 PARSONS BLVD,FLUSHING,NY,11366,NOT AVAILABLE,1,1,429,QUEENS,36081,US,40.721927,-73.809418,387,KG,08,42
00942041,THE SUMMIT SCHOOL,18730 GRAND CENTRAL PKWY,JAMAICA,NY,11432,NOT AVAILABLE,4,1,179,QUEENS,36081,US,40.721103,-73.77771,156,UG,UG,23
A9104820,FULL GOSPEL CHRISTIAN ACADEMY,836 FRANKLIN AVE,BROOKLYN,NY,11225,NOT AVAILABLE,1,1,46,KINGS,36047,US,40.669411,-73.958652,40,PK,05,6
02046178,ST MARKS DAY SCHOOL,1346 PRESIDENT ST,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,244,KINGS,36047,US,40.667478,-73.944896,211,PK,08,33
00936253,BETH RIVKA HIGH SCHOOL,310 CROWN ST,BROOKLYN,NY,11225,NOT AVAILABLE,1,1,634,KINGS,36047,US,40.66601,-73.949808,521,08,12,113
A0302338,BAIS YITZCHAK YESHIVA,1413 45TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,503,KINGS,36047,US,40.63577,-73.987044,470,PK,08,33
AA000069,BAIS YAAKOV OF 18TH AVE,4419 18TH AVE,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,300,KINGS,36047,US,40.63021,-73.977786,283,PK,08,17
BB963334,PRACTICAL LEARNING CENTER,22 E 16TH ST,BROOKLYN,NY,11226,NOT AVAILABLE,1,1,40,KINGS,36047,US,40.650062,-73.965334,34,PK,03,6
BB963279,GET SET KINDERGARTEN SCHOOL,2301 SNYDER AVE,BROOKLYN,NY,11226,NOT AVAILABLE,1,1,45,KINGS,36047,US,40.648769,-73.95557,32,PK,04,13
AA890662,MASORES BAIS YAAKOV,1395 OCEAN AVE,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,792,KINGS,36047,US,40.634221,-73.967123,704,PK,12,88
K9304032,MIDWOOD MONTESSORI,2825 BEDFORD AVE,BROOKLYN,NY,11210,NOT AVAILABLE,2,1,24,KINGS,36047,US,40.634057,-73.952849,22,PK,KG,2
A9104975,PARKWAY ELEMENTARY SCHOOL,5566 KINGS HWY,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,81,KINGS,36047,US,40.647952,-73.924843,72,PK,08,9
00936264,YESHIVA ATERES YISROEL SCHOOL,8101 AVENUE K,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,81,KINGS,36047,US,40.633014,-73.908833,67,01,08,14
01904173,LEAGUE SCHOOL,567 KINGSTON AVE,BROOKLYN,NY,11203,NOT AVAILABLE,4,1,159,KINGS,36047,US,40.659542,-73.942161,134,KG,08,25
A9104831,NEW GRACE CENTER CHRISTIAN SCHOOL,650 LIVONIA AVE,BROOKLYN,NY,11207,NOT AVAILABLE,1,1,224,KINGS,36047,US,40.664777,-73.892743,198,PK,08,26
K9304029,ST PETERS LUTHERAN SCHOOL,105 HIGHLAND PL,BROOKLYN,NY,11208,NOT AVAILABLE,1,1,41,KINGS,36047,US,40.682728,-73.881268,38,PK,02,3
02048029,EDEN II SCHOOL,150 GRANITE AVE,STATEN ISLAND,NY,10303,NOT AVAILABLE,4,1,109,RICHMOND,36085,US,40.633536,-74.148623,95,UG,UG,14
00926369,GOOD SHEPHERD SCHOOL,1943 BROWN ST,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,292,KINGS,36047,US,40.604424,-73.940385,275,PK,08,17
00920287,ST ADALBERT SCHOOL,355 MORNINGSTAR RD,STATEN ISLAND,NY,10303,NOT AVAILABLE,1,1,293,RICHMOND,36085,US,40.630542,-74.146982,280,PK,08,13
00920254,OUR LADY OF MT CARMEL-ST BENEDICTA SCHOOL,285 CLOVE RD,STATEN ISLAND,NY,10310,NOT AVAILABLE,1,1,187,RICHMOND,36085,US,40.632893,-74.125367,178,PK,08,9
00938181,YESHIVAH OF CROWN HEIGHTS,6363 AVENUE U,BROOKLYN,NY,11234,NOT AVAILABLE,1,1,313,KINGS,36047,US,40.616364,-73.913066,274,PK,08,39
BB963333,PLYMOUTH CHURCH SCHOOL,75 HICKS ST,BROOKLYN,NY,11201,NOT AVAILABLE,7,1,37,KINGS,36047,US,40.699382,-73.993694,18,PK,KG,19
00919293,BLESSED SACRAMENT SCHOOL,830 DELAFIELD AVE,STATEN ISLAND,NY,10310,NOT AVAILABLE,1,1,502,RICHMOND,36085,US,40.62796,-74.126251,479,PK,08,23
00924281,ST FRANCIS XAVIER SCHOOL,763 PRESIDENT ST,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,226,KINGS,36047,US,40.674403,-73.977835,214,PK,08,12
00920276,SACRED HEART SCHOOL,301 N BURGHER AVE,STATEN ISLAND,NY,10310,NOT AVAILABLE,1,1,215,RICHMOND,36085,US,40.633735,-74.113961,205,PK,08,10
00924816,OUR LADY OF PERPETUAL HELP ELEMENTARY SCHOOL,5902 6TH AVE,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,192,KINGS,36047,US,40.638995,-74.014385,181,PK,08,11
00920265,OUR LADY OF GOOD COUNSEL,42 AUSTIN PL,STATEN ISLAND,NY,10304,NOT AVAILABLE,1,1,295,RICHMOND,36085,US,40.631222,-74.086003,283,PK,08,12
00920221,NOTRE DAME ACADEMY ELEMENTARY,78 HOWARD AVE,STATEN ISLAND,NY,10301,NOT AVAILABLE,1,1,232,RICHMOND,36085,US,40.62891,-74.089253,218,PK,08,14
A9104699,BAY RIDGE CHRISTIAN ACADEMY,6324 7TH AVE,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,144,KINGS,36047,US,40.634927,-74.014168,134,PK,08,10
00922852,OUR LADY QUEEN OF PEACE SCHOOL,22 STEELE AVE,STATEN ISLAND,NY,10306,NOT AVAILABLE,1,1,536,RICHMOND,36085,US,40.57617,-74.118019,515,PK,08,21
00922025,ST CHARLES SCHOOL,200 PENN AVE,STATEN ISLAND,NY,10306,NOT AVAILABLE,1,1,591,RICHMOND,36085,US,40.563752,-74.118095,570,PK,08,21
A9105062,THE TANGLEWOOD SCHOOL,15 TANGLEWOOD DR,STATEN ISLAND,NY,10308,NOT AVAILABLE,7,1,2,RICHMOND,36085,US,40.567266,-74.15171,1,PK,KG,1
A9105030,ST EPHREM SCHOOL,7415 FORT HAMILTON PKWY,BROOKLYN,NY,11228,NOT AVAILABLE,1,1,275,KINGS,36047,US,40.625958,-74.015667,256,PK,08,19
00922965,ST CLARE SCHOOL,151 LINDENWOOD RD,STATEN ISLAND,NY,10308,NOT AVAILABLE,1,1,649,RICHMOND,36085,US,40.546679,-74.150703,627,KG,08,22
01904209,YESHIVA & MISIVTA TIFERES ELIMELECH,1650 56TH ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,565,KINGS,36047,US,40.626043,-73.988257,533,PK,12,32
00941456,FRANCIS SCHOOL,4240 AMBOY RD,STATEN ISLAND,NY,10308,NOT AVAILABLE,1,1,39,RICHMOND,36085,US,40.546751,-74.157041,35,08,12,4
00937701,ELTINGVILLE LUTHERAN SCHOOL,300 GENESEE AVE,STATEN ISLAND,NY,10312,NOT AVAILABLE,1,1,72,RICHMOND,36085,US,40.552355,-74.166417,66,PK,08,6
00922579,MOORE CATHOLIC HIGH SCHOOL,100 MERRILL AVE,STATEN ISLAND,NY,10314,NOT AVAILABLE,1,1,609,RICHMOND,36085,US,40.609996,-74.164288,570,08,12,39
00924565,OUR LADY OF GUADALUPE SCHOOL,1518 73RD ST,BROOKLYN,NY,11228,NOT AVAILABLE,1,1,258,KINGS,36047,US,40.618551,-74.001688,244,PK,08,14
00924678,ST ATHANASIUS ELEMENTARY SCHOOL,6120 BAY PKWY,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,264,KINGS,36047,US,40.6159,-73.979646,248,PK,08,16
00926449,BISHOP KEARNEY HIGH SCHOOL,2202 60TH ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,586,KINGS,36047,US,40.616231,-73.978484,552,08,12,34
00926201,ST MARK SCHOOL,2602 E 19TH ST,BROOKLYN,NY,11235,NOT AVAILABLE,1,1,329,KINGS,36047,US,40.588028,-73.950665,315,KG,08,14
00924452,MARY QUEEN OF HEAVEN SCHOOL,1326 E 57TH ST,BROOKLYN,NY,11234,NOT AVAILABLE,1,1,306,KINGS,36047,US,40.620986,-73.920563,295,PK,08,11
A9104979,PHYLS ACADEMY PREP,3520 TILDEN AVE,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,245,KINGS,36047,US,40.646896,-73.943557,231,PK,05,14
00938079,SHULAMITH SCHOOL FOR GIRLS,1277 E 14TH ST,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,343,KINGS,36047,US,40.618707,-73.960743,286,PK,12,57
00926143,QUEEN OF THE ROSARY CATHOLIC ACADEMY-ST NICHOLAS,287 POWERS ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,168,KINGS,36047,US,40.713365,-73.938006,160,PK,08,8
00925944,VISITATION ACADEMY,8902 RIDGE BLVD,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,160,KINGS,36047,US,40.621427,-74.035985,138,PK,08,22
00925933,XAVERIAN HIGH SCHOOL,7100 SHORE RD,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,1251,KINGS,36047,US,40.636708,-74.035552,1157,06,12,94
BB940402,GATEWAY CITY ACADEMY,257 BAY RIDGE AVE,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,48,KINGS,36047,US,40.636187,-74.026795,44,PK,05,4
A9104857,DIMITRIOS & GEORGIA KALOIDIS PAROCHIAL SCHOOL,8502 RIDGE BLVD,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,137,KINGS,36047,US,40.624747,-74.033838,125,PK,08,12
00924703,ST ANSELM ELEMENTARY SCHOOL,365 83RD ST,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,323,KINGS,36047,US,40.62533,-74.027821,300,PK,08,23
